TA,TA,1
NA,NA,2
DHA,DHA,3
KI,KI,4
TI,TA,1
GE,GE,5
TAA,NA,2
KA,KI,4
RA,TA,1
GA,GE,5
GHI,GE,5
RE,RE,6
DHI,DHI,7
DA,DA,8
DHE,DHE,9
KE,KI,4
DHIN,DHIN,10
DHET,DHET,11
TII,TII,12
KDA,KDA,13
GI,GE,5
TRA,TRA,14
TIN,TIN,15
TIT,TIT,16
GHE,GE,5
KAT,KI,4
DIN,DIN,17
DAA,DA,8
KII,KI,4
TE,TE,18
N,NA,2
DI,DIN,17
KRU,KDA,13
CHAP,TIT,16
DING,DIN,17
D,DA,8
KRA,KDA,13
KRI,KDA,13
