sancara		00:00:40.357	00:00:43.641	00:00:03.284	nsnsgrgm
sancara		00:00:43.685	00:00:48.104	00:00:04.419	pmgrs
sancara		00:00:48.358	00:00:51.596	00:00:03.238	nsgrssnn
sancara		00:00:51.596	00:00:54.355	00:00:02.759	pnnsn
sancara		00:00:54.355	00:00:56.377	00:00:02.022	sggm
sancara		00:00:56.377	00:00:59.000	00:00:02.623	gmpdpm
sancara		00:00:59.047	00:01:02.044	00:00:02.997	gmppmmgr
sancara		00:01:02.149	00:01:04.686	00:00:02.537	pmgrsn
sancara		00:01:04.688	00:01:06.313	00:00:01.625	sggm
sancara		00:01:06.387	00:01:11.089	00:00:04.702	pmgrmggrs
sancara		00:01:11.133	00:01:14.715	00:00:03.582	nsgrssnn
sancara		00:01:14.715	00:01:17.243	00:00:02.528	pnnsn
sancara		00:01:17.253	00:01:19.462	00:00:02.209	sggm 
sancara		00:01:19.499	00:01:22.164	00:00:02.665	gmpdpm
sancara		00:01:22.171	00:01:25.305	00:00:03.134	gmppmmgr
sancara		00:01:25.537	00:01:28.068	00:00:02.531	pmgrsn
sancara		00:01:28.119	00:01:29.620	00:00:01.501	sggm
sancara		00:01:29.705	00:01:31.731	00:00:02.026	pdpm
sancara		00:01:31.764	00:01:35.522	00:00:03.758	gmppmgrgm
sancara		00:01:35.522	00:01:38.104	00:00:02.582	gmnndd
sancara		00:01:38.137	00:01:40.462	00:00:02.325	dndm
sancara		00:01:40.517	00:01:44.275	00:00:03.758	gmgrgrnsn
sancara		00:01:44.275	00:01:46.317	00:00:02.042	sgrgm
sancara		00:01:46.477	00:01:52.925	00:00:06.448	pdmpgmgrgs
sancara		00:01:53.103	00:01:55.148	00:00:02.045	pdpm
sancara		00:01:55.148	00:01:59.074	00:00:03.926	gmppmgrgm
sancara		00:01:59.074	00:02:01.551	00:00:02.477	gmnndd
sancara		00:02:01.551	00:02:03.910	00:00:02.359	dndm
sancara		00:02:03.969	00:02:07.910	00:00:03.941	gmgrgrnsn
sancara		00:02:07.910	00:02:09.931	00:00:02.021	sgrgm
sancara		00:02:09.984	00:02:16.477	00:00:06.493	pdmpgmgrgs
sancara		00:02:16.551	00:02:18.686	00:00:02.135	sndn
sancara		00:02:18.731	00:02:21.313	00:00:02.582	pdnndm
sancara		00:02:21.313	00:02:24.970	00:00:03.657	gmdpmgrgm
sancara		00:02:25.089	00:02:27.567	00:00:02.478	dpmgr
sancara		00:02:27.581	00:02:30.207	00:00:02.626	pmgrs
sancara		00:02:30.238	00:02:33.417	00:00:03.179	nsnsgrgm
sancara		00:02:33.492	00:02:35.596	00:00:02.104	nndm
sancara		00:02:35.670	00:02:40.413	00:00:04.743	gmnnsns
sancara		00:02:40.413	00:02:42.417	00:00:02.004	sndn
sancara		00:02:42.432	00:02:44.745	00:00:02.313	pdnndm
sancara		00:02:44.790	00:02:48.850	00:00:04.060	gmdpmgrgm
sancara		00:02:48.880	00:02:51.059	00:00:02.179	dpmgr
sancara		00:02:51.133	00:02:53.817	00:00:02.684	pmgrs
sancara		00:02:53.850	00:02:57.000	00:00:03.150	nsnsgrgm
sancara		00:02:57.088	00:02:59.179	00:00:02.091	nndm
sancara		00:02:59.193	00:03:03.566	00:00:04.373	gmnnsns
sancara		00:03:03.626	00:03:06.074	00:00:02.448	nsggm
sancara		00:03:06.074	00:03:09.835	00:00:03.761	gmgrggrs
sancara		00:03:09.850	00:03:12.238	00:00:02.388	nnsgrs
sancara		00:03:12.253	00:03:14.805	00:00:02.552	nsnndm
sancara		00:03:14.805	00:03:17.223	00:00:02.418	gmgrgm
sancara		00:03:17.268	00:03:19.850	00:00:02.582	ndmnns
sancara		00:03:19.879	00:03:21.820	00:00:01.941	sssndm
sancara		00:03:21.880	00:03:25.223	00:00:03.343	gmdpmgrs
sancara		00:03:25.268	00:03:27.402	00:00:02.134	nsggm
sancara		00:03:27.447	00:03:30.567	00:00:03.120	pdpmgm
sancara		00:03:30.656	00:03:33.566	00:00:02.910	pmgrgm
sancara		00:03:33.715	00:03:36.206	00:00:02.491	ndmgm
sancara		00:03:36.253	00:03:39.985	00:00:03.732	mgrrggrs
sancara		00:03:40.029	00:03:42.089	00:00:02.060	npnns
sancara		00:03:42.164	00:03:44.178	00:00:02.014	ngrgm
sancara		00:03:44.238	00:03:45.880	00:00:01.642	pddp
sancara		00:03:45.895	00:03:47.609	00:00:01.714	mgr
sancara		00:03:47.634	00:03:49.388	00:00:01.754	sggm
sancara		00:03:49.432	00:03:51.745	00:00:02.313	gmndm
sancara		00:03:51.775	00:03:53.656	00:00:01.881	nnsn
sancara		00:03:53.701	00:03:56.551	00:00:02.850	sggrgm
sancara		00:03:56.551	00:03:58.655	00:00:02.104	ggrs
sancara		00:03:58.655	00:04:01.238	00:00:02.583	nnsgrs
sancara		00:04:01.268	00:04:03.417	00:00:02.149	nns
sancara		00:04:03.432	00:04:05.775	00:00:02.343	sndm
sancara		00:04:05.820	00:04:08.208	00:00:02.388	mgrs
sancara		00:04:08.268	00:04:11.044	00:00:02.776	ndmgr
sancara		00:04:11.059	00:04:14.775	00:00:03.716	snsggm
sancara		00:04:14.775	00:04:16.924	00:00:02.149	pmgrs
sancara		00:04:17.029	00:04:18.880	00:00:01.851	nsgrssnn
sancara		00:04:18.894	00:04:20.118	00:00:01.224	pnnsn
sancara		00:04:20.149	00:04:21.237	00:00:01.088	sggm
sancara		00:04:21.238	00:04:22.492	00:00:01.254	gmpdpm
sancara		00:04:22.492	00:04:24.164	00:00:01.672	gmppmmgr
sancara		00:04:24.193	00:04:25.373	00:00:01.180	pmgrsn
sancara		00:04:25.417	00:04:26.179	00:00:00.762	sggm
sancara		00:04:26.193	00:04:27.178	00:00:00.985	pdpm
sancara		00:04:27.194	00:04:29.029	00:00:01.835	gmppmgrgm
sancara		00:04:29.043	00:04:30.208	00:00:01.165	gmnndd
sancara		00:04:30.223	00:04:31.372	00:00:01.149	dndm
sancara		00:04:31.387	00:04:33.222	00:00:01.835	gmgrgrnsn
sancara		00:04:33.222	00:04:34.267	00:00:01.045	sgrgm
sancara		00:04:34.283	00:04:37.268	00:00:02.985	pdmpgmgrgs
sancara		00:04:37.313	00:04:38.522	00:00:01.209	sndn
sancara		00:04:38.536	00:04:39.745	00:00:01.209	pdnndm
sancara		00:04:39.760	00:04:41.492	00:00:01.732	gmdpmgrgm
sancara		00:04:41.492	00:04:42.686	00:00:01.194	dpmgr
sancara		00:04:42.700	00:04:43.865	00:00:01.165	pmgrs
sancara		00:04:43.880	00:04:45.582	00:00:01.702	nssgrgm
sancara		00:04:45.611	00:04:46.582	00:00:00.971	mnndm
sancara		00:04:46.596	00:04:48.582	00:00:01.986	gmnnsns
sancara		00:04:48.656	00:04:49.850	00:00:01.194	nsggm
sancara		00:04:49.865	00:04:51.626	00:00:01.761	gmgrggrs
sancara		00:04:51.626	00:04:52.790	00:00:01.164	nnsgrs
sancara		00:04:52.820	00:04:54.059	00:00:01.239	nsnndm
sancara		00:04:54.089	00:04:55.283	00:00:01.194	gmgrgm
sancara		00:04:55.312	00:04:56.461	00:00:01.149	ndmnns
sancara		00:04:56.491	00:04:57.521	00:00:01.030	sndm
sancara		00:04:57.536	00:04:59.044	00:00:01.508	gmdpmgrs
sancara		00:04:59.059	00:05:00.029	00:00:00.970	nsggm
sancara		00:05:00.043	00:05:01.641	00:00:01.598	pdpmgm
sancara		00:05:01.685	00:05:02.984	00:00:01.299	pmgrgm
sancara		00:05:03.014	00:05:04.313	00:00:01.299	ndmgm
sancara		00:05:04.373	00:05:06.164	00:00:01.791	mgrrggrs
sancara		00:05:06.178	00:05:07.164	00:00:00.986	npnns
sancara		00:05:07.178	00:05:08.179	00:00:01.001	ngrgm
sancara		00:05:08.194	00:05:08.940	00:00:00.746	pddp
sancara		00:05:09.000	00:05:09.746	00:00:00.746	mgr
sancara		00:05:09.746	00:05:10.581	00:00:00.835	sggm
sancara		00:05:10.611	00:05:11.581	00:00:00.970	gmndm
sancara		00:05:11.596	00:05:12.611	00:00:01.015	nnsn
sancara		00:05:12.625	00:05:14.000	00:00:01.375	sggrgm
sancara		00:05:14.000	00:05:15.014	00:00:01.014	ggrs
sancara		00:05:15.014	00:05:16.253	00:00:01.239	nnsgrs
sancara		00:05:16.253	00:05:17.089	00:00:00.836	nns
sancara		00:05:17.134	00:05:18.387	00:00:01.253	sndm
sancara		00:05:18.432	00:05:19.491	00:00:01.059	mgrs
sancara		00:05:19.521	00:05:20.895	00:00:01.374	ndmgr
sancara		00:05:20.909	00:05:22.880	00:00:01.971	snsggm
sancara		00:05:22.909	00:05:28.761	00:00:05.852	pmgpgrg
sancara		00:05:29.000	00:05:32.492	00:00:03.492	gmmsnndmgr
sancara		00:05:33.223	00:05:40.313	00:00:07.090	gmpgmpmgrmggrs
sancara		00:05:45.685	00:05:47.537	00:00:01.852	sndn
sancara		00:05:47.551	00:05:48.327	00:00:00.776	ndm
sancara		00:05:48.342	00:05:50.012	00:00:01.670	mgmdpmgr
sancara		00:05:50.012	00:05:51.716	00:00:01.704	gmpmgrg
sancara		00:05:51.731	00:05:52.522	00:00:00.791	grsn
sancara		00:05:52.536	00:05:53.671	00:00:01.135	sgrgm
sancara		00:05:53.685	00:05:55.469	00:00:01.784	mdpmgm
sancara		00:05:55.484	00:05:56.551	00:00:01.067	gmdpm
sancara		00:05:56.551	00:05:57.312	00:00:00.761	grsn
sancara		00:05:57.312	00:05:58.865	00:00:01.553	sndn
sancara		00:05:58.880	00:05:59.701	00:00:00.821	ndm
sancara		00:05:59.715	00:06:01.304	00:00:01.589	mgmdpmgr
sancara		00:06:01.304	00:06:02.910	00:00:01.606	gmpmgrg
sancara		00:06:02.925	00:06:03.772	00:00:00.847	grs
sancara		00:06:03.772	00:06:04.940	00:00:01.168	sgrgmg
sancara		00:06:04.954	00:06:06.787	00:00:01.833	mdpmgm
sancara		00:06:06.805	00:06:10.179	00:00:03.374	mgrgrs
sancara		00:06:10.252	00:06:12.417	00:00:02.165	sns
sancara		00:06:12.417	00:06:15.686	00:00:03.269	nnsngrg
sancara		00:06:15.760	00:06:19.118	00:00:03.358	mppmgrs
sancara		00:06:19.178	00:06:20.328	00:00:01.150	grn
sancara		00:06:20.328	00:06:21.850	00:00:01.522	sndn
sancara		00:06:21.864	00:06:22.715	00:00:00.851	ndm
sancara		00:06:22.730	00:06:24.378	00:00:01.648	mgmdpmgr
sancara		00:06:24.378	00:06:25.924	00:00:01.546	gmpmgrg
sancara		00:06:25.924	00:06:26.775	00:00:00.851	grs
sancara		00:06:26.775	00:06:27.954	00:00:01.179	sgrgmg
sancara		00:06:27.954	00:06:29.700	00:00:01.746	mdpmgm
sancara		00:06:29.850	00:06:31.179	00:00:01.329	npnnsn
sancara		00:06:31.186	00:06:31.940	00:00:00.754	sggm
sancara		00:06:31.969	00:06:33.148	00:00:01.179	smmgr
sancara		00:06:33.193	00:06:34.343	00:00:01.150	sggrs
sancara		00:06:34.417	00:06:35.611	00:00:01.194	ggmgm
sancara		00:06:35.656	00:06:36.791	00:00:01.135	nnsns
sancara		00:06:36.820	00:06:38.597	00:00:01.777	pmpgrgm
sancara		00:06:38.626	00:06:40.194	00:00:01.568	ndmnndm
sancara		00:06:40.223	00:06:41.134	00:00:00.911	mgrs
sancara		00:06:41.149	00:06:42.716	00:00:01.567	snppnn
sancara		00:06:42.761	00:06:44.400	00:00:01.639	sndn
sancara		00:06:44.414	00:06:45.080	00:00:00.666	ndm
sancara		00:06:46.849	00:06:48.388	00:00:01.539	gmpmgrg
sancara		00:06:48.417	00:06:49.223	00:00:00.806	grsn
sancara		00:06:49.223	00:06:50.462	00:00:01.239	sgrgm
sancara		00:06:50.462	00:06:52.462	00:00:02.000	mdpmgm
sancara		00:06:52.507	00:06:53.656	00:00:01.149	sspmgr
sancara		00:06:53.663	00:06:54.544	00:00:00.881	smgr
sancara		00:06:54.551	00:06:55.312	00:00:00.761	ggmm
sancara		00:06:55.343	00:06:56.536	00:00:01.193	pmdpmp
sancara		00:06:56.536	00:06:57.685	00:00:01.149	gpmgrs
sancara		00:06:57.685	00:06:58.909	00:00:01.224	mgrsrn
sancara		00:06:58.909	00:06:59.670	00:00:00.761	sgg
sancara		00:06:59.685	00:07:00.506	00:00:00.821	sggm
sancara		00:07:00.521	00:07:01.745	00:00:01.224	ndmnns
sancara		00:07:01.760	00:07:02.700	00:00:00.940	sndm
sancara		00:07:02.701	00:07:03.671	00:00:00.970	mgrs
sancara		00:07:03.671	00:07:05.387	00:00:01.716	ndmgrn
sancara		00:07:05.402	00:07:06.970	00:00:01.568	sndn
sancara		00:07:06.984	00:07:07.820	00:00:00.836	ndm
sancara		00:07:07.835	00:07:09.500	00:00:01.665	mgmdpmgr
sancara		00:07:09.500	00:07:11.088	00:00:01.588	gmpmgrg
sancara		00:07:11.119	00:07:12.029	00:00:00.910	grs
sancara		00:07:12.044	00:07:13.208	00:00:01.164	sgrgmg
sancara		00:07:13.223	00:07:14.925	00:00:01.702	mdpmgm
sancara		00:07:15.223	00:07:16.148	00:00:00.925	pddm
sancara		00:07:16.148	00:07:17.581	00:00:01.433	ggmpgrs
sancara		00:07:17.671	00:07:19.522	00:00:01.851	mgrnsngr
sancara		00:07:19.536	00:07:20.671	00:00:01.135	nsnndm
sancara		00:07:20.685	00:07:21.894	00:00:01.209	nnsgrs
sancara		00:07:21.924	00:07:23.790	00:00:01.866	mgrpmgnd
sancara		00:07:23.820	00:07:24.865	00:00:01.045	gmnnsn
sancara		00:07:24.894	00:07:26.670	00:00:01.776	grnrsndm
sancara		00:07:26.700	00:07:28.477	00:00:01.777	ndmpgrsrn
sancara		00:07:28.507	00:07:30.059	00:00:01.552	sndn
sancara		00:07:30.081	00:07:30.932	00:00:00.851	ndm
sancara		00:07:30.954	00:07:32.524	00:00:01.570	mgmdpmgr
sancara		00:07:32.524	00:07:34.119	00:00:01.595	gmpmgrg
sancara		00:07:34.133	00:07:35.044	00:00:00.911	grsn
sancara		00:07:35.059	00:07:36.268	00:00:01.209	sgrgm
